Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000126698	DNAJC8	-7.602	0.333
ENSG00000085760	MTIF2	-6.630	0.333
ENSG00000181019	NQO1	-3.684	0.332
ENSG00000240376	RP11-36C20.1	-6.740	0.332
ENSG00000155368	DBI	-6.415	0.331
ENSG00000105053	VRK3	-4.442	0.331
ENSG00000125352	RNF113A	-3.818	0.330
ENSG00000111371	SLC38A1	-7.318	0.330
ENSG00000144381	HSPD1	-8.961	0.330
ENSG00000143947	RPS27A	-8.735	0.329
ENSG00000179091	CYC1	-8.220	0.329
ENSG00000114416	FXR1	-9.810	0.329
ENSG00000112695	COX7A2	-6.567	0.329
ENSG00000175793	SFN	-9.006	0.329
ENSG00000169490	TM2D2	-5.894	0.329
ENSG00000277791	PSMB3	-6.778	0.329
ENSG00000130935	NOL11	-5.593	0.328
ENSG00000138663	COPS4	-6.534	0.327
ENSG00000144713	RPL32	-7.688	0.327
ENSG00000159348	CYB5R1	-9.126	0.327
ENSG00000104756	KCTD9	-6.062	0.327
ENSG00000065154	OAT	-9.823	0.326
ENSG00000020129	NCDN	-6.500	0.326
ENSG00000119421	NDUFA8	-7.260	0.326
ENSG00000214114	MYCBP	-3.199	0.326
ENSG00000134186	PRPF38B	-9.243	0.325
ENSG00000161513	FDXR	-5.306	0.325
ENSG00000166562	SEC11C	-4.035	0.324
ENSG00000104412	EMC2	-6.611	0.324
ENSG00000148680	HTR7	-3.674	0.324
ENSG00000123349	PFDN5	-8.645	0.324
ENSG00000134744	ZCCHC11	-6.873	0.324
ENSG00000007923	DNAJC11	-6.390	0.324
ENSG00000164105	SAP30	-2.082	0.323
ENSG00000129255	MPDU1	-7.082	0.323
ENSG00000173933	RBM4	-3.226	0.323
ENSG00000168615	ADAM9	-8.845	0.323
ENSG00000151093	OXSM	-2.727	0.323
ENSG00000121064	SCPEP1	-8.775	0.322
ENSG00000167113	COQ4	-4.225	0.322
ENSG00000109103	UNC119	-4.386	0.322
ENSG00000125877	ITPA	-8.241	0.322
ENSG00000135250	SRPK2	-7.909	0.322
ENSG00000143222	UFC1	-7.603	0.321
ENSG00000160746	ANO10	-4.886	0.321
ENSG00000136943	CTSV	-2.198	0.321
ENSG00000175198	PCCA	-4.744	0.321
ENSG00000064199	SPA17	-2.504	0.321
ENSG00000120697	ALG5	-7.137	0.321
ENSG00000231767	RP11-92K2.2	-4.406	0.320
ENSG00000198786	MT-ND5	-3.705	0.320
ENSG00000234797	RPS3AP6	-3.464	0.320
ENSG00000113013	HSPA9	-9.986	0.320
ENSG00000213862	CTD-2270N23.1	-1.723	0.320
ENSG00000197223	C1D	-1.810	0.320
ENSG00000232112	TMA7	-5.900	0.319
ENSG00000101843	PSMD10	-5.623	0.319
ENSG00000198727	MT-CYB	-4.299	0.319
ENSG00000004700	RECQL	-9.030	0.318
ENSG00000009307	CSDE1	-9.286	0.318
ENSG00000213246	SUPT4H1	-8.799	0.318
ENSG00000178035	IMPDH2	-8.546	0.318
ENSG00000168827	GFM1	-6.965	0.318
ENSG00000197894	ADH5	-8.480	0.317
ENSG00000134419	RPS15A	-4.070	0.317
ENSG00000178127	NDUFV2	-2.874	0.317
ENSG00000099795	NDUFB7	-5.014	0.316
ENSG00000119650	IFT43	-2.549	0.316
ENSG00000138434	SSFA2	-6.540	0.316
ENSG00000046651	OFD1	-5.138	0.315
ENSG00000119977	TCTN3	-6.208	0.315
ENSG00000220842	RP11-572P18.1	-3.724	0.315
ENSG00000215021	PHB2	-6.449	0.315
ENSG00000167695	FAM57A	-7.637	0.315
ENSG00000148229	POLE3	-5.912	0.315
ENSG00000176783	RUFY1	-7.393	0.315
ENSG00000103257	SLC7A5	-5.785	0.315
ENSG00000169136	ATF5	-6.385	0.315
ENSG00000137492	THAP12	-6.438	0.315
ENSG00000134291	TMEM106C	-4.381	0.314
ENSG00000143420	ENSA	-8.516	0.314
ENSG00000120533	ENY2	-6.739	0.314
ENSG00000134905	CARS2	-9.327	0.314
ENSG00000139218	SCAF11	-6.683	0.313
ENSG00000158623	COPG2	-7.452	0.313
ENSG00000136888	ATP6V1G1	-8.506	0.313
ENSG00000226360	RPL10AP6	-3.486	0.313
ENSG00000178988	MRFAP1L1	-7.688	0.313
ENSG00000110756	HPS5	-5.308	0.312
ENSG00000167323	STIM1	-4.756	0.312
ENSG00000136021	SCYL2	-3.815	0.312
ENSG00000181481	RNF135	-5.157	0.312
ENSG00000176209	SMIM19	-3.584	0.311
ENSG00000152894	PTPRK	-4.716	0.311
ENSG00000159479	MED8	-4.654	0.311
ENSG00000172890	NADSYN1	-8.292	0.311
ENSG00000144747	TMF1	-5.437	0.311
ENSG00000169567	HINT1	-7.373	0.310
ENSG00000165501	LRR1	-1.918	0.310
ENSG00000165487	MICU2	-4.240	0.310
ENSG00000023228	NDUFS1	-9.334	0.310
ENSG00000167985	SDHAF2	-3.202	0.310
ENSG00000114446	IFT57	-2.999	0.310
ENSG00000257218	GATC	-5.592	0.310
ENSG00000080608	PUM3	-5.230	0.310
ENSG00000185834	RPL12P4	-1.573	0.310
ENSG00000136450	SRSF1	-8.647	0.309
ENSG00000068903	SIRT2	-7.138	0.309
ENSG00000189043	NDUFA4	-5.741	0.309
ENSG00000204388	HSPA1B	-3.404	0.308
ENSG00000095485	CWF19L1	-3.344	0.308
ENSG00000099385	BCL7C	-4.273	0.308
ENSG00000123213	NLN	-5.659	0.308
ENSG00000060656	PTPRU	-5.910	0.307
ENSG00000101350	KIF3B	-4.825	0.307
ENSG00000205155	PSENEN	-4.820	0.307
ENSG00000133997	MED6	-2.887	0.307
ENSG00000167283	ATP5L	-6.831	0.307
ENSG00000197045	GMFB	-3.801	0.307
ENSG00000146731	CCT6A	-8.227	0.307
ENSG00000177954	RPS27	-6.274	0.306
ENSG00000156261	CCT8	-7.476	0.306
ENSG00000172428	COPS9	-3.519	0.306
ENSG00000126067	PSMB2	-8.014	0.306
ENSG00000182154	MRPL41	-4.980	0.306
ENSG00000119446	RBM18	-4.445	0.305
ENSG00000112290	WASF1	-5.282	0.305
ENSG00000144677	CTDSPL	-6.586	0.305
ENSG00000164751	PEX2	-5.337	0.305
ENSG00000034677	RNF19A	-5.094	0.305
ENSG00000108861	DUSP3	-6.132	0.305
ENSG00000144560	VGLL4	-5.223	0.305
ENSG00000075142	SRI	-7.549	0.304
ENSG00000230383	AC009245.3	-1.929	0.304
ENSG00000172465	TCEAL1	-2.265	0.304
ENSG00000265681	RPL17	-5.148	0.304
ENSG00000127870	RNF6	-6.565	0.304
ENSG00000175938	ORAI3	-2.017	0.303
ENSG00000183605	SFXN4	-4.342	0.303
ENSG00000164209	SLC25A46	-4.932	0.303
ENSG00000083896	YTHDC1	-6.629	0.303
ENSG00000172586	CHCHD1	-4.735	0.303
ENSG00000116133	DHCR24	-6.492	0.303
ENSG00000145868	FBXO38	-7.293	0.302
ENSG00000240036	RP11-587D21.1	-2.592	0.302
ENSG00000204371	EHMT2	-2.933	0.302
ENSG00000175701	LINC00116	-2.928	0.302
ENSG00000263001	GTF2I	-4.622	0.302
ENSG00000171204	TMEM126B	-3.500	0.302
ENSG00000143401	ANP32E	-6.050	0.302
ENSG00000173085	COQ2	-2.433	0.302
ENSG00000145919	BOD1	-7.251	0.302
ENSG00000165637	VDAC2	-8.169	0.301
ENSG00000105220	GPI	-8.307	0.301
ENSG00000164587	RPS14	-5.347	0.301
ENSG00000177606	JUN	-4.053	0.301
ENSG00000171421	MRPL36	-3.809	0.300
ENSG00000108010	GLRX3	-6.418	0.300
ENSG00000123933	MXD4	-6.395	0.300
ENSG00000101457	DNTTIP1	-4.038	0.300
ENSG00000163902	RPN1	-8.723	0.300
ENSG00000142937	RPS8	-6.731	0.300
ENSG00000172663	TMEM134	-4.151	0.300
ENSG00000137100	DCTN3	-4.571	0.299
ENSG00000117153	KLHL12	-5.298	0.299
ENSG00000163399	ATP1A1	-5.418	0.299
ENSG00000113048	MRPS27	-7.280	0.299
ENSG00000131652	THOC6	-3.192	0.299
ENSG00000168701	TMEM208	-2.707	0.298
ENSG00000166352	C11orf74	-2.580	0.298
ENSG00000131469	RPL27	-6.875	0.298
ENSG00000175348	TMEM9B	-5.967	0.298
ENSG00000123064	DDX54	-5.998	0.297
ENSG00000196199	MPHOSPH8	-4.877	0.297
ENSG00000171219	CDC42BPG	-3.531	0.297
ENSG00000182899	RPL35A	-7.318	0.296
ENSG00000155380	SLC16A1	-6.636	0.296
ENSG00000204220	PFDN6	-4.519	0.296
ENSG00000075711	DLG1	-5.656	0.295
ENSG00000185475	TMEM179B	-5.061	0.295
ENSG00000147654	EBAG9	-5.327	0.294
ENSG00000156502	SUPV3L1	-4.144	0.294
ENSG00000236552	RPL13AP5	-5.950	0.294
ENSG00000158747	NBL1	-5.118	0.294
ENSG00000074800	ENO1	-8.864	0.293
ENSG00000115368	WDR75	-5.093	0.293
ENSG00000197958	RPL12	-6.444	0.293
ENSG00000167272	POP5	-1.958	0.293
ENSG00000107625	DDX50	-6.599	0.293
ENSG00000110060	PUS3	-3.863	0.293
ENSG00000108055	SMC3	-6.968	0.292
ENSG00000100528	CNIH1	-6.762	0.292
ENSG00000155463	OXA1L	-7.009	0.292
ENSG00000122863	CHST3	-3.556	0.292
ENSG00000198763	MT-ND2	-3.905	0.292
ENSG00000142676	RPL11	-6.409	0.292
ENSG00000163320	CGGBP1	-4.433	0.292
ENSG00000035115	SH3YL1	-5.947	0.292
ENSG00000198804	MT-CO1	-4.591	0.291
ENSG00000156697	UTP14A	-6.874	0.291
ENSG00000130159	ECSIT	-5.903	0.291
ENSG00000121766	ZCCHC17	-3.711	0.291
ENSG00000060971	ACAA1	-7.331	0.291
ENSG00000163605	PPP4R2	-3.607	0.291
ENSG00000233558	RP3-486I3.4	-1.822	0.291
ENSG00000187954	CYHR1	-5.278	0.290
ENSG00000141101	NOB1	-6.674	0.290
ENSG00000170846	AC093323.3	-2.191	0.289
ENSG00000117543	DPH5	-4.085	0.289
ENSG00000168476	REEP4	-5.367	0.289
ENSG00000116688	MFN2	-7.363	0.289
ENSG00000136754	ABI1	-5.839	0.289
ENSG00000134057	CCNB1	-4.152	0.289
ENSG00000100908	EMC9	-1.583	0.289
ENSG00000185641	CTD-2287O16.1	-4.087	0.288
ENSG00000170906	NDUFA3	-3.539	0.288
ENSG00000170632	ARMC10	-5.975	0.288
ENSG00000102393	GLA	-3.700	0.287
ENSG00000134056	MRPS36	-3.987	0.287
ENSG00000134453	RBM17	-5.192	0.287
ENSG00000247556	OIP5-AS1	-5.240	0.287
ENSG00000143198	MGST3	-6.445	0.287
ENSG00000140395	WDR61	-4.965	0.286
ENSG00000156508	EEF1A1	-7.586	0.286
ENSG00000110315	RNF141	-5.830	0.286
ENSG00000253368	TRNP1	-5.506	0.286
ENSG00000117595	IRF6	-6.432	0.285
ENSG00000134153	EMC7	-4.558	0.285
ENSG00000170502	NUDT9	-2.201	0.284
ENSG00000183617	MRPL54	-3.750	0.284
ENSG00000198843	SELT	-5.358	0.284
ENSG00000163041	H3F3A	-7.101	0.284
ENSG00000116251	RPL22	-6.644	0.284
ENSG00000114021	NIT2	-5.663	0.284
ENSG00000119669	IRF2BPL	-2.144	0.283
ENSG00000143155	TIPRL	-4.512	0.282
ENSG00000178982	EIF3K	-5.368	0.282
ENSG00000152234	ATP5A1	-7.781	0.282
ENSG00000272325	NUDT3	-3.934	0.282
ENSG00000010219	DYRK4	-2.511	0.281
ENSG00000110700	RPS13	-6.199	0.281
ENSG00000100941	PNN	-4.603	0.281
ENSG00000090316	MAEA	-6.279	0.280
ENSG00000101439	CST3	-4.524	0.280
ENSG00000135829	DHX9	-6.939	0.280
ENSG00000203705	TATDN3	-2.798	0.280
ENSG00000069248	NUP133	-6.734	0.280
ENSG00000149806	FAU	-4.925	0.280
ENSG00000214113	LYRM4	-4.568	0.280
ENSG00000071082	RPL31	-5.417	0.279
ENSG00000173674	EIF1AX	-6.310	0.279
ENSG00000123297	TSFM	-3.266	0.279
ENSG00000124193	SRSF6	-6.121	0.278
ENSG00000181274	FRAT2	-2.772	0.278
ENSG00000108528	SLC25A11	-5.298	0.278
ENSG00000100284	TOM1	-2.689	0.278
ENSG00000007168	PAFAH1B1	-5.803	0.278
ENSG00000082153	BZW1	-6.540	0.277
ENSG00000078070	MCCC1	-2.474	0.277
ENSG00000151348	EXT2	-5.889	0.277
ENSG00000119729	RHOQ	-2.957	0.277
ENSG00000189266	PNRC2	-5.459	0.277
ENSG00000106399	RPA3	-2.487	0.277
ENSG00000113845	TIMMDC1	-5.600	0.276
ENSG00000168283	BMI1	-2.822	0.276
ENSG00000168118	RAB4A	-5.980	0.276
ENSG00000152952	PLOD2	-3.982	0.276
ENSG00000240682	ISY1	-1.826	0.276
ENSG00000163527	STT3B	-5.335	0.275
ENSG00000135070	ISCA1	-3.863	0.275
ENSG00000116857	TMEM9	-5.988	0.275
ENSG00000063322	MED29	-5.327	0.275
ENSG00000168214	RBPJ	-3.013	0.275
ENSG00000115289	PCGF1	-2.140	0.274
ENSG00000113712	CSNK1A1	-7.745	0.274
ENSG00000160695	VPS11	-5.129	0.274
ENSG00000124226	RNF114	-6.371	0.274
ENSG00000113621	TXNDC15	-5.239	0.274
ENSG00000163660	CCNL1	-4.426	0.274
ENSG00000135972	MRPS9	-4.536	0.274
ENSG00000182004	SNRPE	-5.222	0.274
ENSG00000177051	FBXO46	-1.908	0.273
ENSG00000124107	SLPI	-3.162	0.273
ENSG00000168958	MFF	-5.364	0.273
ENSG00000146085	MUT	-3.227	0.273
ENSG00000198408	MGEA5	-4.581	0.272
ENSG00000111679	PTPN6	-2.260	0.271
ENSG00000163785	RYK	-5.200	0.271
ENSG00000170860	LSM3	-2.452	0.270
ENSG00000116752	BCAS2	-3.033	0.270
ENSG00000058063	ATP11B	-4.138	0.270
ENSG00000145349	CAMK2D	-3.617	0.270
ENSG00000162368	CMPK1	-6.387	0.270
ENSG00000071537	SEL1L	-3.515	0.270
ENSG00000112576	CCND3	-6.006	0.270
ENSG00000172809	RPL38	-5.021	0.269
ENSG00000182197	EXT1	-4.982	0.269
ENSG00000149100	EIF3M	-7.364	0.269
ENSG00000118640	VAMP8	-5.603	0.268
ENSG00000103642	LACTB	-3.192	0.268
ENSG00000170881	RNF139	-3.820	0.268
ENSG00000196683	TOMM7	-4.591	0.268
ENSG00000144659	SLC25A38	-3.483	0.267
ENSG00000166033	HTRA1	-6.844	0.267
ENSG00000084207	GSTP1	-5.190	0.267
ENSG00000224631	RPS27AP16	-5.357	0.267
ENSG00000168734	PKIG	-3.107	0.266
ENSG00000136897	MRPL50	-4.426	0.266
ENSG00000100823	APEX1	-6.091	0.266
ENSG00000133142	TCEAL4	-3.513	0.266
ENSG00000123144	C19orf43	-4.373	0.266
ENSG00000134371	CDC73	-4.253	0.266
ENSG00000164405	UQCRQ	-4.404	0.265
ENSG00000073969	NSF	-2.996	0.265
ENSG00000198746	GPATCH3	-1.747	0.265
ENSG00000070610	GBA2	-3.301	0.265
ENSG00000108312	UBTF	-5.013	0.264
ENSG00000131100	ATP6V1E1	-4.974	0.264
ENSG00000078237	TIGAR	-3.336	0.264
ENSG00000008952	SEC62	-5.961	0.264
ENSG00000141026	MED9	-2.278	0.264
ENSG00000100129	EIF3L	-6.387	0.264
ENSG00000131187	F12	-3.231	0.264
ENSG00000165322	ARHGAP12	-2.998	0.263
ENSG00000166788	SAAL1	-4.115	0.263
ENSG00000158526	TSR2	-2.524	0.263
ENSG00000171202	TMEM126A	-2.131	0.263
ENSG00000029725	RABEP1	-5.728	0.263
ENSG00000196943	NOP9	-4.469	0.262
ENSG00000115524	SF3B1	-6.479	0.262
ENSG00000143543	JTB	-4.740	0.262
ENSG00000105372	RPS19	-4.523	0.262
ENSG00000235297	FAUP1	-2.015	0.261
ENSG00000111832	RWDD1	-5.312	0.261
ENSG00000165660	FAM175B	-2.983	0.261
ENSG00000060237	WNK1	-2.172	0.261
ENSG00000143457	GOLPH3L	-3.278	0.261
ENSG00000151532	VTI1A	-2.123	0.261
ENSG00000174748	RPL15	-5.583	0.260
ENSG00000173145	NOC3L	-3.212	0.260
ENSG00000124614	RPS10	-4.377	0.260
ENSG00000102317	RBM3	-5.306	0.260
ENSG00000168036	CTNNB1	-6.119	0.260
ENSG00000135108	FBXO21	-4.435	0.259
ENSG00000142534	RPS11	-5.136	0.259
ENSG00000111684	LPCAT3	-4.308	0.259
ENSG00000149273	RPS3	-4.454	0.259
ENSG00000111142	METAP2	-5.377	0.259
ENSG00000047410	TPR	-5.408	0.259
ENSG00000115365	LANCL1	-4.959	0.259
ENSG00000137947	GTF2B	-3.789	0.259
ENSG00000196715	VKORC1L1	-4.202	0.256
ENSG00000160688	FLAD1	-4.626	0.256
ENSG00000005810	MYCBP2	-3.036	0.256
ENSG00000172845	SP3	-4.207	0.256
ENSG00000189241	TSPYL1	-5.645	0.256
ENSG00000147687	TATDN1	-3.011	0.256
ENSG00000197345	MRPL21	-4.117	0.256
ENSG00000110200	ANAPC15	-2.411	0.256
ENSG00000055208	TAB2	-3.254	0.256
ENSG00000198612	COPS8	-4.907	0.256
ENSG00000083845	RPS5	-4.362	0.255
ENSG00000255112	CHMP1B	-4.912	0.255
ENSG00000157823	AP3S2	-2.395	0.255
ENSG00000132294	EFR3A	-3.641	0.254
ENSG00000125166	GOT2	-5.831	0.254
ENSG00000135776	ABCB10	-3.877	0.254
ENSG00000099797	TECR	-5.535	0.253
ENSG00000142687	KIAA0319L	-3.066	0.253
ENSG00000172270	BSG	-6.291	0.253
ENSG00000134463	ECHDC3	-2.150	0.252
ENSG00000204231	RXRB	-3.742	0.252
ENSG00000122692	SMU1	-4.177	0.252
ENSG00000147684	NDUFB9	-4.927	0.252
ENSG00000110107	PRPF19	-5.849	0.252
ENSG00000248527	MTATP6P1	-4.066	0.252
ENSG00000244398	RP11-466H18.1	-2.945	0.252
ENSG00000130638	ATXN10	-5.074	0.252
ENSG00000087502	ERGIC2	-2.601	0.251
ENSG00000071462	WBSCR22	-3.726	0.251
ENSG00000181524	RPL24P4	-3.876	0.251
ENSG00000086062	B4GALT1	-5.277	0.251
ENSG00000101138	CSTF1	-4.580	0.249
ENSG00000121067	SPOP	-2.938	0.249
ENSG00000092820	EZR	-6.091	0.249
ENSG00000002330	BAD	-3.497	0.249
ENSG00000144895	EIF2A	-5.422	0.249
ENSG00000164022	AIMP1	-4.225	0.248
ENSG00000119707	RBM25	-4.682	0.247
ENSG00000144744	UBA3	-3.111	0.247
ENSG00000111726	CMAS	-3.227	0.247
ENSG00000177971	IMP3	-4.208	0.247
ENSG00000173163	COMMD1	-1.542	0.247
ENSG00000162819	BROX	-4.201	0.247
ENSG00000145741	BTF3	-5.517	0.247
ENSG00000115839	RAB3GAP1	-5.530	0.247
ENSG00000094880	CDC23	-2.770	0.247
ENSG00000105976	MET	-2.730	0.246
ENSG00000162434	JAK1	-4.193	0.246
ENSG00000078618	NRDC	-5.059	0.246
ENSG00000265241	RBM8A	-5.545	0.246
ENSG00000067533	RRP15	-4.010	0.246
ENSG00000196850	PPTC7	-3.833	0.246
ENSG00000057663	ATG5	-2.612	0.246
ENSG00000170889	RPS9	-4.826	0.246
ENSG00000203875	SNHG5	-4.311	0.245
ENSG00000220472	RP11-69L16.5	-3.010	0.245
ENSG00000167196	FBXO22	-3.406	0.245
ENSG00000009844	VTA1	-4.854	0.245
ENSG00000197756	RPL37A	-4.360	0.245
ENSG00000089157	RPLP0	-5.053	0.244
ENSG00000168944	CEP120	-2.023	0.244
ENSG00000104164	BLOC1S6	-3.280	0.244
ENSG00000136143	SUCLA2	-4.363	0.244
ENSG00000076053	RBM7	-3.622	0.243
ENSG00000137776	SLTM	-4.695	0.243
ENSG00000100372	SLC25A17	-3.434	0.243
ENSG00000166797	FAM96A	-2.622	0.243
ENSG00000117305	HMGCL	-1.993	0.243
ENSG00000159199	ATP5G1	-2.538	0.243
ENSG00000138085	ATRAID	-4.915	0.242
ENSG00000198860	TSEN15	-2.018	0.242
ENSG00000108439	PNPO	-2.569	0.242
ENSG00000144674	GOLGA4	-3.093	0.242
ENSG00000122126	OCRL	-3.312	0.242
ENSG00000173599	PC	-3.439	0.241
ENSG00000141198	TOM1L1	-4.133	0.241
ENSG00000010244	ZNF207	-5.055	0.240
ENSG00000122882	ECD	-3.331	0.239
ENSG00000183527	PSMG1	-3.308	0.239
ENSG00000138777	PPA2	-4.245	0.239
ENSG00000197989	SNHG12	-1.736	0.239
ENSG00000139675	HNRNPA1L2	-1.659	0.239
ENSG00000234851	RPL23AP42	-3.318	0.239
ENSG00000166747	AP1G1	-3.753	0.238
ENSG00000104823	ECH1	-4.761	0.238
ENSG00000240849	TMEM189	-4.462	0.238
ENSG00000198898	CAPZA2	-4.761	0.238
ENSG00000198242	RPL23A	-4.129	0.238
ENSG00000110321	EIF4G2	-4.984	0.238
ENSG00000167699	GLOD4	-4.521	0.238
ENSG00000160785	SLC25A44	-2.841	0.238
ENSG00000102241	HTATSF1	-3.622	0.237
ENSG00000058673	ZC3H11A	-4.056	0.237
ENSG00000120699	EXOSC8	-2.563	0.237
ENSG00000133606	MKRN1	-5.095	0.236
ENSG00000151779	NBAS	-4.049	0.236
ENSG00000088970	KIZ	-5.211	0.236
ENSG00000118181	RPS25	-4.035	0.236
ENSG00000235776	AC000089.3	-1.981	0.236
ENSG00000137269	LRRC1	-1.832	0.236
ENSG00000108349	CASC3	-2.704	0.236
ENSG00000122550	KLHL7	-3.111	0.235
ENSG00000115216	NRBP1	-5.412	0.235
ENSG00000102103	PQBP1	-3.841	0.235
ENSG00000149357	LAMTOR1	-4.328	0.235
ENSG00000088205	DDX18	-4.575	0.235
ENSG00000136451	VEZF1	-1.790	0.235
ENSG00000226415	TPI1P1	-2.191	0.235
ENSG00000111481	COPZ1	-4.337	0.234
ENSG00000023697	DERA	-2.394	0.234
ENSG00000137944	KYAT3	-2.816	0.234
ENSG00000151806	GUF1	-2.208	0.234
ENSG00000165792	METTL17	-3.245	0.233
ENSG00000104131	EIF3J	-4.277	0.233
ENSG00000181163	NPM1	-3.929	0.233
ENSG00000138785	INTS12	-3.064	0.232
ENSG00000196975	ANXA4	-4.665	0.232
ENSG00000107438	PDLIM1	-5.466	0.232
ENSG00000129691	ASH2L	-3.275	0.232
ENSG00000167986	DDB1	-4.930	0.232
ENSG00000058804	NDC1	-2.695	0.231
ENSG00000115685	PPP1R7	-2.948	0.231
ENSG00000169251	NMD3	-2.614	0.230
ENSG00000151694	ADAM17	-2.827	0.230
ENSG00000082515	MRPL22	-3.235	0.230
ENSG00000181610	MRPS23	-2.899	0.230
ENSG00000119335	SET	-5.848	0.230
ENSG00000278845	MRPL45	-5.195	0.230
ENSG00000108064	TFAM	-3.152	0.230
ENSG00000174444	RPL4	-4.883	0.230
ENSG00000197448	GSTK1	-4.995	0.230
ENSG00000212802	RPL15P3	-2.921	0.230
ENSG00000135018	UBQLN1	-4.197	0.229
ENSG00000150316	CWC15	-3.977	0.229
ENSG00000108262	GIT1	-4.339	0.229
ENSG00000012983	MAP4K5	-2.748	0.229
ENSG00000130770	ATPIF1	-3.931	0.229
ENSG00000140350	ANP32A	-4.971	0.229
ENSG00000170144	HNRNPA3	-5.043	0.229
ENSG00000157379	DHRS1	-3.823	0.229
ENSG00000114993	RTKN	-4.196	0.228
ENSG00000112640	PPP2R5D	-4.214	0.228
ENSG00000131269	ABCB7	-3.258	0.228
ENSG00000104341	LAPTM4B	-4.607	0.228
ENSG00000198836	OPA1	-4.889	0.228
ENSG00000232573	RPL3P4	-3.277	0.227
ENSG00000113312	TTC1	-3.857	0.227
ENSG00000140262	TCF12	-4.017	0.227
ENSG00000233954	UQCRHL	-1.857	0.227
ENSG00000197258	EIF4BP6	-2.510	0.227
ENSG00000004059	ARF5	-4.534	0.226
ENSG00000122958	VPS26A	-2.774	0.226
ENSG00000166886	NAB2	-3.426	0.226
ENSG00000136111	TBC1D4	-2.284	0.226
ENSG00000064313	TAF2	-4.767	0.226
ENSG00000041802	LSG1	-2.554	0.225
ENSG00000087302	C14orf166	-4.343	0.225
ENSG00000014123	UFL1	-2.981	0.225
ENSG00000085491	SLC25A24	-4.318	0.225
ENSG00000173726	TOMM20	-5.647	0.225
ENSG00000122033	MTIF3	-2.460	0.225
ENSG00000165389	SPTSSA	-2.090	0.224
ENSG00000213553	RPLP0P6	-3.900	0.224
ENSG00000100804	PSMB5	-3.848	0.223
ENSG00000133318	RTN3	-4.650	0.223
ENSG00000124786	SLC35B3	-1.748	0.223
ENSG00000108465	CDK5RAP3	-2.494	0.223
ENSG00000186468	RPS23	-3.834	0.223
ENSG00000151239	TWF1	-3.855	0.223
ENSG00000107949	BCCIP	-3.932	0.223
ENSG00000170734	POLH	-2.998	0.222
ENSG00000127540	UQCR11	-3.026	0.222
ENSG00000168101	NUDT16L1	-1.623	0.222
ENSG00000184752	NDUFA12	-2.793	0.222
ENSG00000139684	ESD	-3.828	0.222
ENSG00000137574	TGS1	-2.863	0.222
ENSG00000174780	SRP72	-4.508	0.222
ENSG00000150459	SAP18	-3.794	0.222
ENSG00000183431	SF3A3	-4.439	0.221
ENSG00000132963	POMP	-3.811	0.221
ENSG00000029364	SLC39A9	-2.897	0.221
ENSG00000133773	CCDC59	-2.297	0.221
ENSG00000070785	EIF2B3	-2.303	0.221
ENSG00000161217	PCYT1A	-3.652	0.220
ENSG00000117862	TXNDC12	-3.622	0.220
ENSG00000140632	GLYR1	-4.060	0.220
ENSG00000127585	FBXL16	-1.852	0.220
ENSG00000159079	C21orf59	-1.736	0.220
ENSG00000168653	NDUFS5	-3.217	0.219
ENSG00000101464	PIGU	-2.501	0.219
ENSG00000115364	MRPL19	-2.856	0.218
ENSG00000197170	PSMD12	-3.046	0.218
ENSG00000168061	SAC3D1	-1.597	0.217
ENSG00000170759	KIF5B	-4.742	0.217
ENSG00000115561	CHMP3	-4.622	0.217
ENSG00000177600	RPLP2	-3.828	0.217
ENSG00000257923	CUX1	-2.801	0.216
ENSG00000111639	MRPL51	-3.775	0.216
ENSG00000055147	FAM114A2	-1.829	0.216
ENSG00000109911	ELP4	-2.018	0.216
ENSG00000102144	PGK1	-4.447	0.216
ENSG00000153113	CAST	-4.795	0.216
ENSG00000197771	MCMBP	-3.584	0.216
ENSG00000104613	INTS10	-4.173	0.216
ENSG00000127125	PPCS	-2.945	0.215
ENSG00000162222	TTC9C	-1.962	0.215
ENSG00000140391	TSPAN3	-4.630	0.215
ENSG00000105193	RPS16	-3.338	0.215
ENSG00000109606	DHX15	-4.058	0.214
ENSG00000169020	ATP5I	-2.472	0.214
ENSG00000174307	PHLDA3	-3.798	0.214
ENSG00000008282	SYPL1	-3.819	0.214
ENSG00000183978	COA3	-2.570	0.214
ENSG00000082996	RNF13	-2.856	0.214
ENSG00000163950	SLBP	-3.116	0.214
ENSG00000070010	UFD1L	-2.979	0.213
ENSG00000166454	ATMIN	-2.295	0.213
ENSG00000147677	EIF3H	-4.619	0.213
ENSG00000138246	DNAJC13	-2.834	0.213
ENSG00000010270	STARD3NL	-2.086	0.213
ENSG00000119333	WDR34	-1.703	0.213
ENSG00000136146	MED4	-2.410	0.213
ENSG00000168259	DNAJC7	-4.511	0.212
ENSG00000185896	LAMP1	-4.213	0.212
ENSG00000157837	SPPL3	-2.672	0.212
ENSG00000176261	ZBTB8OS	-1.863	0.212
ENSG00000016864	GLT8D1	-2.177	0.212
ENSG00000137497	NUMA1	-2.340	0.212
ENSG00000229119	CTB-63M22.1	-2.262	0.212
ENSG00000108091	CCDC6	-3.511	0.212
ENSG00000166347	CYB5A	-1.551	0.212
ENSG00000147905	ZCCHC7	-2.739	0.211
ENSG00000168028	RPSA	-1.625	0.211
