Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000136144	RCBTB1	-6.065	0.439
ENSG00000169251	NMD3	-19.799	0.439
ENSG00000136045	PWP1	-16.980	0.438
ENSG00000234009	RPL5P34	-2.066	0.438
ENSG00000175029	CTBP2	-17.127	0.438
ENSG00000148840	PPRC1	-12.623	0.437
ENSG00000225663	MCRIP1	-11.868	0.437
ENSG00000021776	AQR	-12.936	0.437
ENSG00000126226	PCID2	-15.309	0.437
ENSG00000145781	COMMD10	-3.025	0.436
ENSG00000118600	TMEM5	-6.368	0.436
ENSG00000180228	PRKRA	-12.530	0.435
ENSG00000117411	B4GALT2	-21.854	0.435
ENSG00000204253	HNRNPCP2	-2.902	0.434
ENSG00000122692	SMU1	-16.955	0.434
ENSG00000204220	PFDN6	-10.887	0.434
ENSG00000105821	DNAJC2	-6.446	0.433
ENSG00000086712	TXLNG	-10.554	0.433
ENSG00000130305	NSUN5	-5.542	0.433
ENSG00000104856	RELB	-4.766	0.433
ENSG00000065911	MTHFD2	-21.245	0.433
ENSG00000138031	ADCY3	-14.495	0.433
ENSG00000129083	COPB1	-18.480	0.432
ENSG00000100592	DAAM1	-6.455	0.432
ENSG00000167553	TUBA1C	-28.069	0.432
ENSG00000108179	PPIF	-19.290	0.432
ENSG00000110711	AIP	-16.397	0.431
ENSG00000102317	RBM3	-21.979	0.431
ENSG00000239264	TXNDC5	-3.959	0.430
ENSG00000168476	REEP4	-5.701	0.430
ENSG00000198408	MGEA5	-19.525	0.430
ENSG00000113048	MRPS27	-17.901	0.430
ENSG00000108064	TFAM	-9.427	0.430
ENSG00000173726	TOMM20	-18.438	0.429
ENSG00000126524	SBDS	-12.593	0.429
ENSG00000059588	TARBP1	-9.622	0.429
ENSG00000198912	C1orf174	-5.645	0.428
ENSG00000100353	EIF3D	-26.502	0.428
ENSG00000156976	EIF4A2	-16.421	0.428
ENSG00000025293	PHF20	-13.087	0.428
ENSG00000159131	GART	-20.828	0.428
ENSG00000077312	SNRPA	-11.110	0.428
ENSG00000112290	WASF1	-5.956	0.427
ENSG00000117133	RPF1	-9.278	0.427
ENSG00000236801	RPL24P8	-4.738	0.426
ENSG00000174547	MRPL11	-11.022	0.426
ENSG00000196372	ASB13	-5.638	0.426
ENSG00000198755	RPL10A	-26.980	0.426
ENSG00000143258	USP21	-4.394	0.425
ENSG00000129691	ASH2L	-10.227	0.425
ENSG00000100603	SNW1	-15.185	0.425
ENSG00000064102	ASUN	-14.594	0.425
ENSG00000103342	GSPT1	-22.208	0.425
ENSG00000196116	TDRD7	-6.228	0.424
ENSG00000148300	REXO4	-10.328	0.424
ENSG00000086102	NFX1	-13.577	0.424
ENSG00000100575	TIMM9	-9.995	0.424
ENSG00000103811	CTSH	-12.963	0.424
ENSG00000170561	IRX2	-5.174	0.424
ENSG00000185298	CCDC137	-11.289	0.423
ENSG00000214078	CPNE1	-13.631	0.423
ENSG00000167881	SRP68	-18.843	0.423
ENSG00000167258	CDK12	-12.787	0.423
ENSG00000134759	ELP2	-20.610	0.422
ENSG00000164022	AIMP1	-13.605	0.422
ENSG00000151779	NBAS	-16.956	0.422
ENSG00000108828	VAT1	-20.671	0.422
ENSG00000162244	RPL29	-23.600	0.421
ENSG00000101608	MYL12A	-27.547	0.421
ENSG00000058804	NDC1	-7.381	0.420
ENSG00000119041	GTF3C3	-12.951	0.420
ENSG00000079462	PAFAH1B3	-9.518	0.420
ENSG00000136270	TBRG4	-19.339	0.420
ENSG00000197045	GMFB	-9.277	0.420
ENSG00000215251	FASTKD5	-4.929	0.420
ENSG00000116957	TBCE	-6.452	0.420
ENSG00000165689	SDCCAG3	-7.582	0.420
ENSG00000169019	COMMD8	-4.483	0.419
ENSG00000183684	ALYREF	-8.640	0.418
ENSG00000196230	TUBB	-22.783	0.418
ENSG00000240489	SETP14	-1.985	0.418
ENSG00000108654	DDX5	-17.220	0.417
ENSG00000176974	SHMT1	-8.047	0.417
ENSG00000005810	MYCBP2	-11.232	0.417
ENSG00000275400	RP4-756H11.5	-1.697	0.417
ENSG00000104852	SNRNP70	-16.321	0.417
ENSG00000109911	ELP4	-4.057	0.417
ENSG00000168411	RFWD3	-6.302	0.416
ENSG00000108666	C17orf75	-4.367	0.416
ENSG00000120656	TAF12	-10.800	0.416
ENSG00000153015	CWC27	-9.460	0.416
ENSG00000165283	STOML2	-17.305	0.416
ENSG00000139180	NDUFA9	-15.096	0.415
ENSG00000197498	RPF2	-9.008	0.414
ENSG00000107937	GTPBP4	-15.045	0.413
ENSG00000074219	TEAD2	-5.659	0.413
ENSG00000143418	CERS2	-23.663	0.413
ENSG00000060688	SNRNP40	-8.506	0.413
ENSG00000131871	VIMP	-10.282	0.413
ENSG00000065548	ZC3H15	-13.999	0.413
ENSG00000172845	SP3	-9.248	0.413
ENSG00000113161	HMGCR	-18.537	0.413
ENSG00000158290	CUL4B	-10.516	0.412
ENSG00000134107	BHLHE40	-21.143	0.412
ENSG00000115464	USP34	-16.822	0.411
ENSG00000198612	COPS8	-14.166	0.411
ENSG00000082068	WDR70	-7.133	0.411
ENSG00000205339	IPO7	-19.552	0.411
ENSG00000120318	ARAP3	-12.470	0.411
ENSG00000114686	MRPL3	-21.832	0.410
ENSG00000170876	TMEM43	-12.880	0.410
ENSG00000173113	TRMT112	-17.622	0.410
ENSG00000155906	RMND1	-9.316	0.409
ENSG00000105854	PON2	-12.365	0.409
ENSG00000136875	PRPF4	-10.789	0.409
ENSG00000152492	CCDC50	-18.255	0.409
ENSG00000133812	SBF2	-12.805	0.408
ENSG00000105176	URI1	-16.447	0.408
ENSG00000164284	GRPEL2	-3.906	0.408
ENSG00000101132	PFDN4	-4.218	0.407
ENSG00000253729	PRKDC	-20.310	0.407
ENSG00000108298	RPL19	-23.302	0.407
ENSG00000165724	ZMYND19	-7.341	0.407
ENSG00000118508	RAB32	-12.647	0.406
ENSG00000134884	ARGLU1	-9.361	0.406
ENSG00000166741	NNMT	-11.689	0.406
ENSG00000129460	NGDN	-6.494	0.406
ENSG00000197989	SNHG12	-1.749	0.406
ENSG00000172239	PAIP1	-14.709	0.405
ENSG00000196396	PTPN1	-13.728	0.405
ENSG00000073712	FERMT2	-12.262	0.405
ENSG00000149089	APIP	-5.842	0.405
ENSG00000102763	VWA8	-13.322	0.404
ENSG00000147454	SLC25A37	-7.796	0.404
ENSG00000237506	RPSAP15	-9.502	0.404
ENSG00000137822	TUBGCP4	-13.335	0.404
ENSG00000110047	EHD1	-8.470	0.404
ENSG00000167962	ZNF598	-6.544	0.404
ENSG00000108107	RPL28	-19.560	0.404
ENSG00000136997	MYC	-18.120	0.403
ENSG00000173915	USMG5	-15.311	0.402
ENSG00000166226	CCT2	-20.792	0.402
ENSG00000070770	CSNK2A2	-12.099	0.402
ENSG00000115289	PCGF1	-5.284	0.401
ENSG00000156521	TYSND1	-11.883	0.401
ENSG00000095380	NANS	-11.994	0.401
ENSG00000152601	MBNL1	-9.093	0.401
ENSG00000176783	RUFY1	-10.858	0.401
ENSG00000182670	TTC3	-11.755	0.401
ENSG00000230551	CTB-89H12.4	-1.676	0.400
ENSG00000126749	EMG1	-4.966	0.400
ENSG00000090470	PDCD7	-8.182	0.399
ENSG00000074695	LMAN1	-13.113	0.399
ENSG00000066583	ISOC1	-8.107	0.399
ENSG00000182552	RWDD4	-4.509	0.399
ENSG00000226360	RPL10AP6	-4.179	0.399
ENSG00000109606	DHX15	-21.240	0.398
ENSG00000116670	MAD2L2	-11.783	0.398
ENSG00000182481	KPNA2	-16.139	0.397
ENSG00000165996	HACD1	-3.535	0.396
ENSG00000101166	PRELID3B	-14.605	0.396
ENSG00000122378	FAM213A	-6.250	0.396
ENSG00000198886	MT-ND4	-16.567	0.396
ENSG00000244462	RBM12	-12.152	0.396
ENSG00000165629	ATP5C1	-17.754	0.395
ENSG00000055483	USP36	-6.440	0.395
ENSG00000125107	CNOT1	-19.702	0.395
ENSG00000163950	SLBP	-8.687	0.395
ENSG00000170242	USP47	-13.917	0.395
ENSG00000122033	MTIF3	-10.971	0.394
ENSG00000120158	RCL1	-8.353	0.394
ENSG00000220472	RP11-69L16.5	-9.038	0.394
ENSG00000242071	RPL7AP6	-8.406	0.394
ENSG00000122482	ZNF644	-6.130	0.393
ENSG00000187555	USP7	-17.622	0.393
ENSG00000142627	EPHA2	-12.803	0.393
ENSG00000213189	BTF3L4P2	-1.510	0.393
ENSG00000066322	ELOVL1	-18.565	0.393
ENSG00000155096	AZIN1	-12.265	0.393
ENSG00000188153	COL4A5	-8.059	0.392
ENSG00000105221	AKT2	-18.961	0.392
ENSG00000104419	NDRG1	-3.916	0.392
ENSG00000109534	GAR1	-3.455	0.392
ENSG00000279088	RP11-574K11.24	-1.688	0.392
ENSG00000124795	DEK	-9.666	0.392
ENSG00000128908	INO80	-14.670	0.391
ENSG00000198276	UCKL1	-10.892	0.391
ENSG00000137817	PARP6	-12.730	0.391
ENSG00000131876	SNRPA1	-10.822	0.391
ENSG00000113360	DROSHA	-12.066	0.391
ENSG00000136718	IMP4	-16.179	0.391
ENSG00000115216	NRBP1	-20.033	0.391
ENSG00000145741	BTF3	-21.269	0.390
ENSG00000149782	PLCB3	-10.885	0.390
ENSG00000154640	BTG3	-11.229	0.390
ENSG00000132334	PTPRE	-10.026	0.389
ENSG00000089006	SNX5	-15.629	0.389
ENSG00000197122	SRC	-7.082	0.389
ENSG00000196363	WDR5	-6.403	0.388
ENSG00000138594	TMOD3	-16.818	0.388
ENSG00000183087	GAS6	-11.568	0.388
ENSG00000172732	MUS81	-5.511	0.387
ENSG00000156469	MTERF3	-2.019	0.387
ENSG00000198087	CD2AP	-5.768	0.387
ENSG00000121864	ZNF639	-3.116	0.387
ENSG00000108349	CASC3	-10.657	0.387
ENSG00000185122	HSF1	-14.520	0.386
ENSG00000254598	CSNK2A3	-5.259	0.386
ENSG00000100359	SGSM3	-8.283	0.386
ENSG00000076003	MCM6	-4.202	0.385
ENSG00000106009	BRAT1	-7.174	0.385
ENSG00000161960	EIF4A1	-2.083	0.385
ENSG00000145868	FBXO38	-10.506	0.385
ENSG00000137575	SDCBP	-16.441	0.385
ENSG00000184203	PPP1R2	-7.961	0.384
ENSG00000001617	SEMA3F	-3.694	0.384
ENSG00000218426	RP11-475C16.1	-1.709	0.384
ENSG00000141030	COPS3	-11.134	0.384
ENSG00000006704	GTF2IRD1	-5.810	0.383
ENSG00000176014	TUBB6	-19.256	0.383
ENSG00000114491	UMPS	-10.229	0.382
ENSG00000058063	ATP11B	-12.708	0.382
ENSG00000143379	SETDB1	-9.056	0.382
ENSG00000056586	RC3H2	-10.346	0.381
ENSG00000118200	CAMSAP2	-13.336	0.381
ENSG00000196850	PPTC7	-11.262	0.381
ENSG00000144029	MRPS5	-13.760	0.381
ENSG00000137996	RTCA	-10.692	0.381
ENSG00000083896	YTHDC1	-13.677	0.381
ENSG00000198938	MT-CO3	-11.401	0.381
ENSG00000176946	THAP4	-15.110	0.381
ENSG00000105372	RPS19	-24.407	0.380
ENSG00000118246	FASTKD2	-7.399	0.380
ENSG00000132466	ANKRD17	-15.538	0.380
ENSG00000227671	RP11-488L18.4	-2.267	0.380
ENSG00000232119	MCTS1	-9.839	0.380
ENSG00000148572	NRBF2	-8.027	0.380
ENSG00000119335	SET	-19.171	0.380
ENSG00000166224	SGPL1	-11.447	0.378
ENSG00000005483	KMT2E	-5.506	0.377
ENSG00000104067	TJP1	-13.489	0.377
ENSG00000102312	PORCN	-5.343	0.377
ENSG00000185022	MAFF	-9.049	0.377
ENSG00000158710	TAGLN2	-22.726	0.377
ENSG00000102974	CTCF	-6.070	0.376
ENSG00000182551	ADI1	-8.827	0.376
ENSG00000179262	RAD23A	-12.190	0.376
ENSG00000167635	ZNF146	-12.153	0.376
ENSG00000134056	MRPS36	-5.994	0.376
ENSG00000136813	KIAA0368	-17.775	0.376
ENSG00000139697	SBNO1	-8.288	0.375
ENSG00000198917	SPOUT1	-5.774	0.375
ENSG00000169241	SLC50A1	-14.139	0.375
ENSG00000111145	ELK3	-8.301	0.374
ENSG00000139146	FAM60A	-12.123	0.374
ENSG00000163565	IFI16	-8.966	0.374
ENSG00000242612	DECR2	-5.204	0.374
ENSG00000182979	MTA1	-11.131	0.373
ENSG00000102531	FNDC3A	-11.614	0.373
ENSG00000023287	RB1CC1	-6.097	0.373
ENSG00000066379	ZNRD1	-9.744	0.372
ENSG00000129315	CCNT1	-7.783	0.371
ENSG00000233558	RP3-486I3.4	-1.503	0.371
ENSG00000161016	RPL8	-21.842	0.371
ENSG00000198176	TFDP1	-16.544	0.371
ENSG00000138430	OLA1	-17.671	0.371
ENSG00000102471	NDFIP2	-13.344	0.371
ENSG00000104131	EIF3J	-15.559	0.371
ENSG00000138271	GPR87	-12.608	0.371
ENSG00000100416	TRMU	-5.084	0.370
ENSG00000130255	RPL36	-17.554	0.369
ENSG00000214113	LYRM4	-8.432	0.369
ENSG00000171723	GPHN	-8.801	0.369
ENSG00000198034	RPS4X	-20.332	0.369
ENSG00000092330	TINF2	-8.216	0.369
ENSG00000165934	CPSF2	-10.233	0.368
ENSG00000164305	CASP3	-7.719	0.368
ENSG00000181555	SETD2	-7.352	0.368
ENSG00000269893	SNHG8	-14.474	0.368
ENSG00000115541	HSPE1	-17.709	0.367
ENSG00000107854	TNKS2	-9.387	0.366
ENSG00000130821	SLC6A8	-5.233	0.366
ENSG00000132716	DCAF8	-7.632	0.366
ENSG00000230979	AC079250.1	-2.306	0.366
ENSG00000135945	REV1	-6.059	0.366
ENSG00000273611	ZNHIT3	-9.676	0.366
ENSG00000056972	TRAF3IP2	-11.667	0.365
ENSG00000086589	RBM22	-9.200	0.365
ENSG00000101161	PRPF6	-12.728	0.365
ENSG00000023516	AKAP11	-8.425	0.365
ENSG00000172977	KAT5	-5.172	0.365
ENSG00000160679	CHTOP	-13.222	0.365
ENSG00000004897	CDC27	-9.718	0.364
ENSG00000104980	TIMM44	-7.838	0.364
ENSG00000048991	R3HDM1	-6.393	0.364
ENSG00000253352	TUG1	-6.829	0.364
ENSG00000151445	VIPAS39	-5.014	0.364
ENSG00000012061	ERCC1	-20.280	0.364
ENSG00000275993	CH507-42P11.8	-3.067	0.364
ENSG00000169299	PGM2	-11.830	0.363
ENSG00000075292	ZNF638	-9.490	0.363
ENSG00000117308	GALE	-15.118	0.363
ENSG00000167904	TMEM68	-3.347	0.362
ENSG00000182108	DEXI	-4.191	0.362
ENSG00000169592	INO80E	-6.375	0.362
ENSG00000157881	PANK4	-4.135	0.362
ENSG00000140682	TGFB1I1	-3.591	0.362
ENSG00000188910	GJB3	-11.026	0.361
ENSG00000164051	CCDC51	-9.179	0.361
ENSG00000165416	SUGT1	-7.640	0.361
ENSG00000094880	CDC23	-12.269	0.360
ENSG00000138381	ASNSD1	-6.000	0.360
ENSG00000146833	TRIM4	-5.789	0.360
ENSG00000130254	SAFB2	-4.922	0.359
ENSG00000141452	C18orf8	-3.765	0.359
ENSG00000153561	RMND5A	-7.437	0.358
ENSG00000165282	PIGO	-7.662	0.358
ENSG00000128050	PAICS	-16.424	0.358
ENSG00000143179	UCK2	-14.575	0.358
ENSG00000212907	MT-ND4L	-5.851	0.358
ENSG00000155380	SLC16A1	-9.580	0.357
ENSG00000189046	ALKBH2	-3.440	0.357
ENSG00000130640	TUBGCP2	-12.336	0.357
ENSG00000111817	DSE	-13.325	0.357
ENSG00000174177	CTU2	-3.154	0.356
ENSG00000009954	BAZ1B	-10.214	0.356
ENSG00000129194	SOX15	-3.742	0.356
ENSG00000136933	RABEPK	-5.057	0.355
ENSG00000107960	OBFC1	-14.120	0.355
ENSG00000116514	RNF19B	-6.481	0.355
ENSG00000006695	COX10	-3.487	0.355
ENSG00000241741	RPL7AP30	-4.857	0.354
ENSG00000129128	SPCS3	-6.979	0.354
ENSG00000142856	ITGB3BP	-3.053	0.354
ENSG00000110218	PANX1	-3.587	0.354
ENSG00000139644	TMBIM6	-17.395	0.354
ENSG00000136628	EPRS	-14.813	0.354
ENSG00000003756	RBM5	-8.697	0.354
ENSG00000249565	SERBP1P5	-2.778	0.353
ENSG00000115539	PDCL3	-5.297	0.353
ENSG00000071994	PDCD2	-13.023	0.353
ENSG00000107829	FBXW4	-5.675	0.353
ENSG00000205213	LGR4	-5.251	0.353
ENSG00000105341	ATP5SL	-11.086	0.352
ENSG00000100890	KIAA0391	-1.864	0.352
ENSG00000170345	FOS	-4.588	0.352
ENSG00000153786	ZDHHC7	-9.946	0.352
ENSG00000267796	LIN37	-1.671	0.351
ENSG00000077380	DYNC1I2	-16.759	0.351
ENSG00000126602	TRAP1	-13.552	0.351
ENSG00000163516	ANKZF1	-6.564	0.350
ENSG00000149806	FAU	-17.728	0.350
ENSG00000136273	HUS1	-5.577	0.350
ENSG00000121390	PSPC1	-8.955	0.350
ENSG00000213024	NUP62	-10.189	0.349
ENSG00000082516	GEMIN5	-8.067	0.349
ENSG00000163607	GTPBP8	-3.156	0.348
ENSG00000213965	NUDT19	-2.616	0.348
ENSG00000197879	MYO1C	-15.915	0.348
ENSG00000239900	ADSL	-13.182	0.348
ENSG00000162384	C1orf123	-4.782	0.348
ENSG00000073008	PVR	-13.135	0.347
ENSG00000128487	SPECC1	-7.617	0.347
ENSG00000183010	PYCR1	-10.423	0.347
ENSG00000104472	CHRAC1	-3.520	0.346
ENSG00000125835	SNRPB	-11.614	0.345
ENSG00000188243	COMMD6	-3.513	0.345
ENSG00000100216	TOMM22	-9.795	0.345
ENSG00000139641	ESYT1	-13.898	0.344
ENSG00000158125	XDH	-13.584	0.344
ENSG00000105323	HNRNPUL1	-16.514	0.343
ENSG00000169242	EFNA1	-6.623	0.343
ENSG00000162521	RBBP4	-9.845	0.343
ENSG00000167721	TSR1	-9.923	0.343
ENSG00000149273	RPS3	-18.381	0.342
ENSG00000117153	KLHL12	-9.083	0.342
ENSG00000137504	CREBZF	-2.375	0.342
ENSG00000143702	CEP170	-7.108	0.342
ENSG00000164258	NDUFS4	-11.750	0.342
ENSG00000167799	NUDT8	-1.886	0.342
ENSG00000135387	CAPRIN1	-17.001	0.341
ENSG00000188529	SRSF10	-8.906	0.340
ENSG00000138138	ATAD1	-9.041	0.340
ENSG00000121774	KHDRBS1	-10.257	0.340
ENSG00000049860	HEXB	-12.159	0.340
ENSG00000259956	RBM15B	-11.081	0.339
ENSG00000122565	CBX3	-12.392	0.339
ENSG00000013375	PGM3	-8.216	0.339
ENSG00000134899	ERCC5	-5.267	0.339
ENSG00000105676	ARMC6	-7.169	0.339
ENSG00000164733	CTSB	-12.928	0.338
ENSG00000198860	TSEN15	-5.858	0.338
ENSG00000125630	POLR1B	-7.519	0.338
ENSG00000029639	TFB1M	-6.267	0.338
ENSG00000053501	USE1	-3.828	0.338
ENSG00000198833	UBE2J1	-11.175	0.337
ENSG00000111845	PAK1IP1	-4.886	0.336
ENSG00000164758	MED30	-2.187	0.336
ENSG00000085982	USP40	-5.107	0.336
ENSG00000090989	EXOC1	-5.282	0.336
ENSG00000240036	RP11-587D21.1	-1.534	0.336
ENSG00000053372	MRTO4	-9.311	0.336
ENSG00000156831	NSMCE2	-3.864	0.336
ENSG00000136758	YME1L1	-12.429	0.335
ENSG00000106484	MEST	-12.454	0.335
ENSG00000103549	RNF40	-8.580	0.335
ENSG00000175467	SART1	-8.828	0.335
ENSG00000158092	NCK1	-8.959	0.335
ENSG00000131263	RLIM	-8.142	0.334
ENSG00000133226	SRRM1	-9.378	0.334
ENSG00000149187	CELF1	-10.072	0.334
ENSG00000001630	CYP51A1	-2.351	0.333
ENSG00000151748	SAV1	-9.512	0.333
ENSG00000067704	IARS2	-11.329	0.332
ENSG00000171792	RHNO1	-5.914	0.332
ENSG00000133773	CCDC59	-4.137	0.332
ENSG00000153187	HNRNPU	-14.696	0.332
ENSG00000088766	CRLS1	-5.956	0.331
ENSG00000070785	EIF2B3	-6.566	0.330
ENSG00000134910	STT3A	-9.903	0.329
ENSG00000103126	AXIN1	-7.029	0.328
ENSG00000058673	ZC3H11A	-5.655	0.328
ENSG00000179950	PUF60	-10.410	0.328
ENSG00000129351	ILF3	-15.246	0.328
ENSG00000099875	MKNK2	-6.344	0.328
ENSG00000184277	TM2D3	-4.159	0.328
ENSG00000132406	TMEM128	-2.725	0.328
ENSG00000137970	RPL7P9	-6.843	0.327
ENSG00000141552	ANAPC11	-9.485	0.327
ENSG00000132842	AP3B1	-8.212	0.327
ENSG00000148843	PDCD11	-10.836	0.327
ENSG00000137574	TGS1	-3.462	0.327
ENSG00000166130	IKBIP	-2.336	0.326
ENSG00000139842	CUL4A	-11.158	0.326
ENSG00000179632	MAF1	-10.153	0.325
ENSG00000024862	CCDC28A	-2.876	0.325
ENSG00000265681	RPL17	-7.441	0.324
ENSG00000137752	CASP1	-1.882	0.324
ENSG00000162441	LZIC	-3.978	0.324
ENSG00000117614	SYF2	-9.272	0.324
ENSG00000143486	EIF2D	-12.170	0.324
ENSG00000114388	NPRL2	-3.320	0.323
ENSG00000162377	COA7	-5.614	0.323
ENSG00000116809	ZBTB17	-2.779	0.323
ENSG00000069998	CECR5	-7.309	0.323
ENSG00000113643	RARS	-10.593	0.323
ENSG00000137040	RANBP6	-6.909	0.322
ENSG00000112110	MRPL18	-8.419	0.322
ENSG00000135452	TSPAN31	-6.879	0.322
ENSG00000136146	MED4	-5.065	0.322
ENSG00000100347	SAMM50	-9.787	0.321
ENSG00000149503	INCENP	-3.510	0.321
ENSG00000115091	ACTR3	-14.669	0.320
ENSG00000247315	ZCCHC3	-3.154	0.319
ENSG00000063177	RPL18	-15.520	0.319
ENSG00000107566	ERLIN1	-7.921	0.319
ENSG00000168918	INPP5D	-9.603	0.318
ENSG00000148841	ITPRIP	-3.329	0.318
ENSG00000177051	FBXO46	-1.846	0.318
ENSG00000102900	NUP93	-6.692	0.317
ENSG00000177854	TMEM187	-2.140	0.317
ENSG00000138794	CASP6	-2.348	0.317
ENSG00000143493	INTS7	-4.328	0.316
ENSG00000143314	MRPL24	-12.979	0.316
ENSG00000137547	MRPL15	-7.785	0.316
ENSG00000185033	SEMA4B	-7.711	0.315
ENSG00000039560	RAI14	-9.283	0.315
ENSG00000250317	SMIM20	-3.130	0.315
ENSG00000144028	SNRNP200	-11.583	0.315
ENSG00000140740	UQCRC2	-13.344	0.314
ENSG00000163597	SNHG16	-11.011	0.314
ENSG00000176261	ZBTB8OS	-2.414	0.314
ENSG00000169991	IFFO2	-3.624	0.313
ENSG00000120889	TNFRSF10B	-10.538	0.313
ENSG00000103197	TSC2	-7.465	0.312
ENSG00000131558	EXOC4	-10.643	0.311
ENSG00000109065	NAT9	-5.674	0.311
ENSG00000283041	RP11-371A22.1	-13.559	0.311
ENSG00000164944	KIAA1429	-8.634	0.311
ENSG00000103994	ZNF106	-8.464	0.311
ENSG00000221914	PPP2R2A	-7.268	0.311
ENSG00000133316	WDR74	-5.264	0.311
ENSG00000173559	NABP1	-4.340	0.310
ENSG00000145191	EIF2B5	-6.792	0.310
ENSG00000145912	NHP2	-11.388	0.310
ENSG00000024048	UBR2	-7.250	0.310
ENSG00000167645	YIF1B	-6.582	0.310
ENSG00000066422	ZBTB11	-6.975	0.310
ENSG00000163320	CGGBP1	-5.261	0.310
ENSG00000157181	C1orf27	-3.884	0.310
ENSG00000089597	GANAB	-8.741	0.309
ENSG00000188986	NELFB	-6.234	0.309
ENSG00000171453	POLR1C	-3.215	0.309
ENSG00000164111	ANXA5	-15.846	0.309
ENSG00000171161	ZNF672	-3.832	0.309
ENSG00000123009	NME2P1	-2.077	0.308
ENSG00000066855	MTFR1	-3.749	0.308
ENSG00000130021	PUDP	-5.315	0.308
ENSG00000143643	TTC13	-4.158	0.308
ENSG00000006652	IFRD1	-3.393	0.307
ENSG00000197785	ATAD3A	-3.304	0.306
ENSG00000128272	ATF4	-11.229	0.306
ENSG00000113369	ARRDC3	-1.874	0.306
ENSG00000139343	SNRPF	-8.578	0.306
ENSG00000137818	RPLP1	-13.685	0.306
ENSG00000180917	CMTR2	-1.958	0.305
ENSG00000140612	SEC11A	-11.939	0.305
ENSG00000167699	GLOD4	-8.083	0.305
ENSG00000132669	RIN2	-7.036	0.305
ENSG00000166228	PCBD1	-8.012	0.304
ENSG00000050327	ARHGEF5	-1.854	0.304
ENSG00000166797	FAM96A	-8.081	0.304
ENSG00000187778	MCRS1	-6.789	0.303
ENSG00000061794	MRPS35	-6.967	0.303
ENSG00000166165	CKB	-1.703	0.303
ENSG00000127589	TUBBP1	-2.710	0.303
ENSG00000103671	TRIP4	-4.796	0.302
ENSG00000198836	OPA1	-10.717	0.302
ENSG00000108773	KAT2A	-3.617	0.301
ENSG00000134453	RBM17	-4.492	0.301
ENSG00000064932	SBNO2	-5.003	0.301
ENSG00000111266	DUSP16	-3.523	0.301
ENSG00000171425	ZNF581	-7.501	0.301
ENSG00000172113	NME6	-4.747	0.301
ENSG00000176105	YES1	-7.139	0.301
ENSG00000196141	SPATS2L	-7.380	0.300
ENSG00000183283	DAZAP2	-10.674	0.300
ENSG00000128692	EIF2S2P4	-2.410	0.300
ENSG00000236698	EIF1AXP1	-2.305	0.299
ENSG00000135446	CDK4	-10.254	0.299
ENSG00000115211	EIF2B4	-8.528	0.298
ENSG00000196683	TOMM7	-11.803	0.298
ENSG00000122359	ANXA11	-11.148	0.297
ENSG00000101546	RBFA	-4.664	0.297
ENSG00000176597	B3GNT5	-7.319	0.297
ENSG00000077147	TM9SF3	-10.283	0.297
ENSG00000120910	PPP3CC	-3.547	0.296
ENSG00000120948	TARDBP	-6.098	0.296
ENSG00000134014	ELP3	-4.886	0.296
ENSG00000152990	ADGRA3	-5.757	0.296
ENSG00000242247	ARFGAP3	-6.854	0.296
ENSG00000166024	R3HCC1L	-2.866	0.296
ENSG00000105552	BCAT2	-9.046	0.295
ENSG00000138802	SEC24B	-6.353	0.295
ENSG00000115524	SF3B1	-10.179	0.294
ENSG00000101654	RNMT	-6.636	0.294
ENSG00000185049	NELFA	-2.800	0.294
ENSG00000128534	LSM8	-4.042	0.294
ENSG00000236104	ZBTB22	-1.957	0.293
ENSG00000135211	TMEM60	-2.125	0.293
ENSG00000169689	STRA13	-3.350	0.293
ENSG00000105197	TIMM50	-8.829	0.293
ENSG00000155287	SLC25A28	-3.607	0.293
ENSG00000112062	MAPK14	-5.645	0.293
ENSG00000116478	HDAC1	-4.307	0.292
ENSG00000198804	MT-CO1	-12.444	0.292
ENSG00000176623	RMDN1	-5.858	0.292
ENSG00000171858	RPS21	-10.458	0.292
ENSG00000137563	GGH	-3.122	0.292
ENSG00000138614	VWA9	-6.691	0.292
ENSG00000165660	FAM175B	-4.107	0.292
ENSG00000085231	AK6	-2.466	0.290
ENSG00000168393	DTYMK	-3.134	0.290
ENSG00000084072	PPIE	-6.363	0.290
ENSG00000083720	OXCT1	-5.461	0.290
ENSG00000197535	MYO5A	-7.793	0.290
ENSG00000170248	PDCD6IP	-10.372	0.290
ENSG00000124784	RIOK1	-2.709	0.290
ENSG00000073792	IGF2BP2	-9.871	0.290
ENSG00000135392	DNAJC14	-2.567	0.290
ENSG00000178381	ZFAND2A	-1.768	0.290
ENSG00000164338	UTP15	-2.318	0.289
ENSG00000144744	UBA3	-5.751	0.289
ENSG00000168040	FADD	-3.851	0.289
ENSG00000124535	WRNIP1	-5.639	0.289
ENSG00000184575	XPOT	-9.728	0.289
ENSG00000143374	TARS2	-7.516	0.288
ENSG00000143633	C1orf131	-2.535	0.288
ENSG00000079459	FDFT1	-10.367	0.288
ENSG00000150593	PDCD4	-6.589	0.288
ENSG00000244509	APOBEC3C	-8.959	0.287
ENSG00000047315	POLR2B	-7.640	0.287
ENSG00000136942	RPL35	-14.729	0.287
